O,في
O,افقا
O,على
O,جبل
LOC,Lebanon
O,،
O,توجهتا
O,الى
O,قرية
LOC,بعلبك
O,على
O,بعد
O,15
O,كيلومترا
O,غرب
LOC,Baalbeck
O,.
O,وقال
PERS,Ali
PERS,Al
PERS,Ansari
O,استاذ
O,التاريخ
O,الحديث
O,في
O,جامعة
ORG,سان
ORG,اندرو
O,احد
O,واضعي
O,التقرير
O,صباح
O,امس
ORG,لهيئة
ORG,الاذاعة
ORG,البريطانية
O,ان
O,على
LOC,United
LOC,State
O,ان
O,تراجع
O,وتعيد
O,تقويم
O,سياستها
O,تجاه
LOC,Iran
O,(
O,.
O,وقال
O,سفير
LOC,China
O,لدى
ORG,الأمم
ORG,المتحدة
PERS,Wang
PERS,Guangya
O,إن
O,مرشح
LOC,South
LOC,Korea
O,حصل
O,على
O,13
O,صوتا
O,مقابل
O,معارضة
O,صوت
O,واحد
O,في
O,حين
O,امتنع
O,صوت
O,آخر
O,عن
O,التصويت
O,.
O,وكانت
O,مجرد
O,الإشارة
O,إلى
O,أن
PERS,Putin
O,يمكن
O,ان
O,يكون
O,الرئيس
O,المقبل
LOC,Russia
O,ستثير
O,الذهول
O,إن
O,لم
O,نقل
O,السخرية
O,.
O,وقال
O,في
O,مؤتمر
O,صحفي
O,:
O,""""
O,لقد
O,توصلنا
O,إلى
O,حل
O,لتلك
O,القضية
O,""""
O,،
O,مشيراً
O,إلى
O,أن
O,منفذي
O,الهجمات
O,تلقوا
O,دعماً
O,من
ORG,الحركة
ORG,الطلابية
ORG,الإسلامية
O,،
O,وهي
O,جماعة
O,محظورة
O,في
LOC,India
O,.
O,وأعلنت
MISC,القوات
MISC,العراقية
O,أيضا
O,أنها
O,قتلت
O,سبعة
O,وجرحت
O,ثلاثة
O,آخرين
O,في
O,مسجد
O,العشرة
O,المبشرة
O,بحي
LOC,Factor
O,بعد
O,استهدافهم
O,إحدى
O,الدوريات
O,.
O,الشاعر
O,الكبير
PERS,Nizar
PERS,Qabbani
O,:
O,تركي
O,الأصل
O,من
O,جهة
O,أبـويه
O,،
O,من
O,أسرة
O,تركية
O,عريـضة
O,الجاه
O,هي
O,""""
O,أسرة
PERS,Akebek
O,""""
O,و
O,(
O,آق
O,بيق
O,)
O,تعني
O,بالتركية
O,""""
O,الشارب
O,الأبيض
O,""""
O,.
O,تحتلّ
O,اللّسانيات
O,الطّابق
O,الثّامن
O,ومن
O,الصّعب
O,عدم
O,التّعريج
O,على
O,مكتب
PERS,Noam
PERS,Chomsky
O,عند
O,نهاية
O,رواقٍ
O,طويل
O,.
O,مباراة
O,أخرى
O,:
O,كما
O,فاز
O,فريق
ORG,الغرافة
O,على
ORG,Al
ORG,Khor
O,متذيل
O,الترتيب
O,بهدف
O,وحيد
O,في
O,مباراة
O,متوسطة
O,المستوى
O,","
O,وسجل
O,هدف
O,المباراة
PERS,Mubarak
PERS,Mustafa
O,في
O,بداية
O,الشوط
O,الثاني
O,.
O,وأضافت
O,أنّ
O,من
O,ضمن
O,المرشحين
O,لاعب
ORG,باريس
ORG,سان
ORG,جيرمان
O,الفرنسي
O,الأسبق
PERS,Alain
PERS,Fornier
O,فضلا
O,عن
O,مدرب
O,نادي
ORG,موناكو
O,.
O,إن
O,هذا
O,المؤتمر
O,يمتلك
O,كافة
O,المقومات
O,ليكون
O,حدثا
O,تاريخيا
O,بالنسبة
ORG,لكيوتل
LOC,Qatar
O,and
LOC,the
LOC,Middle
LOC,East
O,""""
O,.
O,>
O,أنت
O,فنانة
O,مغربية
O,،
O,لماذا
O,لا
O,نرى
O,مشاركة
O,لك
O,في
O,الاعمال
O,المغربية
O,؟
O,ـ
O,الانتاج
O,المحلي
O,في
LOC,"Morocco,"
O,موسمي
O,ويرتبط
O,بشهر
MISC,رمضان
O,،
O,كما
O,انه
O,يكاد
O,ان
O,يكون
O,نادراً
O,.
O,وسيضاعف
O,الخط
O,الجديد
O,طاقة
O,الخط
O,القائم
O,حاليا
O,وينقل
O,الغاز
O,من
O,منطقة
LOC,Jinjiang
O,إلى
LOC,Shanghai
O,في
O,شمال
O,غرب
LOC,China
O,.
O,وتقل
O,هذه
O,المستويات
O,كثيرا
O,عن
O,ما
O,كانت
O,عليه
O,قبل
O,الحرب
O,حينما
O,كان
O,خبراء
O,الطاقة
O,يقدرون
O,أن
LOC,Iraq
O,كان
O,ينتج
O,ما
O,يتراوح
O,بين
O,2
O,.
O,كما
O,أنه
O,يتزامن
O,مع
O,تزايد
O,الضغوط
O,التي
O,يواجهها
PERS,Halutz
O,من
O,كبار
O,الضباط
O,في
MISC,الجيش
MISC,الإسرائيلي
O,التي
O,تطالبه
O,بالاستقالة
O,،
O,وبتحمل
O,أسباب
O,الهزيمة
O,.
O,وقاد
O,المهاجم
O,المخضرم
PERS,Barry
PERS,Litmanen
O,منتخب
LOC,Finland
O,لفوز
O,ثمين
O,خارج
O,أرضه
O,على
LOC,Poland
O,،
O,بتسجيله
O,هدفين
O,في
O,المباراة
O,التي
O,انتهت
O,بفوز
O,فريقه
O,3
O,-
O,1
O,ضمن
O,المجموعة
O,الأولى
O,.
O,وحذر
O,ان
O,ذلك
O,سوف
O,يسبب
O,أضراراً
O,دائمة
O,لسمعة
LOC,Britain
O,وصورتها
O,لدي
O,الرأي
O,العام
O,في
O,العالم
O,الإسلامي
O,.
O,>
O,هل
O,ستتعاملين
O,مع
PERS,Saud
O,في
O,فيلمك
O,المقبل
O,؟
O,ـ
O,اذا
O,كان
O,الدور
O,يناسبه
O,لن
O,اتردد
O,في
O,مشاركته
O,،
O,لأنه
O,انسان
O,ملتزم
O,ولم
O,يغلّبني
O,او
O,يوجع
O,دماغي
O,.
O,وقد
O,أسس
PERS,Alfred
PERS,Nobel
O,السويديي
O,الذي
O,اخترع
O,البارود
O,الجائزة
O,في
O,وصيته
O,،
O,وتشمل
O,جوائز
O,في
O,مجالات
O,الأدب
O,والسلام
O,والطب
O,والفيزياء
O,والكيمياء
O,.
O,ومن
O,المتوقع
O,عقد
O,لقاء
O,ثان
O,في
MISC,فبراير
O,/
O,شباط
O,2007
O,في
LOC,Seville
O,(
LOC,Spain
O,)
O,وثالث
O,في
LOC,Alexandria
O,في
O,يونيو
O,/
O,حزيران
O,2007
O,في
LOC,Egypt
O,.
O,وكان
PERS,Halutz
O,قد
O,أقر
O,الأسبوع
O,الماضي
O,ولأول
O,مرة
O,بوجود
O,نقاط
O,خلل
O,في
O,إدارة
O,الحرب
O,عسكريا
O,،
O,كما
O,تعهد
O,بإجراء
O,تحقيق
O,لمعرفة
O,أسباب
O,هذا
O,الخلل
O,يشمله
O,شخصيا
O,وحتى
O,أصغر
O,عسكري
O,على
O,حد
O,تعبيره
O,.
O,اعتقلت
O,الشرطة
O,البريطانية
O,اليوم
O,نجم
O,موسيقى
MISC,البوب
PERS,George
PERS,Michael
O,بعد
O,أن
O,عثرت
O,عليه
O,مرة
O,أخرى
O,فاقد
O,الوعي
O,متكئا
O,على
O,مقود
O,سيارته
O,في
LOC,London
O,وبحوزته
O,كمية
O,من
O,الحشيش
O,.
O,وحتى
O,الآن
O,لم
O,تكن
O,تنشط
O,بالمناطق
O,الشرقية
O,سوى
O,قوات
O,التحالف
O,الدولي
O,الذي
O,تقوده
LOC,United
LOC,State
O,فيما
O,يسمى
O,عملية
O,الحرية
O,الدائمة
O,.
O,وتضم
O,المجموعة
O,أيضا
LOC,Mauritania
O,and
LOC,Botswana
O,،
O,علما
O,بأن
O,نظام
O,التصفيات
O,يقضي
O,بتأهل
O,بطل
O,كل
O,من
O,المجموعات
O,ال
O,ـ
O,12
O,للتصفيات
O,إضافة
O,إلى
O,أفضل
O,3
O,منتخبات
O,تحتل
O,المركز
O,الثاني
O,.
O,وتعرض
PERS,Iteo
O,للإصابة
O,في
O,الدقيقة
O,65
O,من
O,المباراة
O,التي
O,احتضنها
O,ملعب
MISC,فيسر
O,في
ORG,بريمن
O,،
O,ودخل
O,مكانه
O,الأرجنتيني
PERS,Lionel
PERS,Messi
O,الذي
O,أنقذ
ORG,برشلونة
O,من
O,الخسارة
O,بتسجيله
O,هدف
O,التعادل
O,في
O,الدقيقة
O,الأخيرة
O,من
O,المباراة
O,.
O,وانا
O,اشعر
O,انني
O,بزيارتي
O,امثل
O,الملايين
O,من
O,الناس
O,الذين
O,تخفق
O,قلوبهم
O,بالحب
O,في
LOC,Venezuela
O,""""
O,.
O,في
O,المقابل
O,تصر
O,الحكومة
O,الإيرانية
O,على
O,موقفها
O,وقال
O,المتحدث
O,باسمها
PERS,Ghulam
PERS,Hussein
PERS,Elham
O,إن
O,بلاده
O,لم
O,ولن
O,تقبل
O,وقف
O,التخصيب
O,.
LOC,Washington
O,-
O,وكالات
O,-
O,ناشد
O,السناتور
O,الديمقراطي
O,الاميركي
PERS,Joseph
PERS,Lieberman
O,الرئيس
O,الاميركي
PERS,George
PERS,Bush
O,اعادة
O,النظر
O,في
O,سياسته
O,ازاء
O,الدول
O,الاسلامية
O,بهدف
O,منع
O,الاصوليين
O,الاسلاميين
O,من
O,بناء
O,""""
O,ستار
O,حديدي
O,ايديولوجي
O,""""
O,.
O,وأعلن
O,المنسق
O,الأعلى
O,للسياسة
O,الخارجية
ORG,بالاتحاد
ORG,الأوروبي
PERS,Javier
PERS,Solana
O,أن
O,الوقت
O,المتاح
O,للتوصل
O,إلى
O,اتفاق
O,ليس
O,مفتوحا
O,.
O,وفي
O,عام
O,1886
O,تزوج
PERS,Martha
PERS,Bazniz
O,وأنجب
O,منها
O,ستة
O,اطفال
O,ثلاثة
O,من
O,البنين
O,وثلاث
O,من
O,البنات
O,وأصبحت
O,احدى
O,بناته
O,طبيبه
O,نفسيه
O,وهي
PERS,Anna
O,ولقد
O,اشتهرت
O,بعلاج
O,الاطفال
O,في
LOC,London
O,.
O,4
O,-
O,معرفة
O,موعد
O,غروب
O,القمر
O,في
LOC,Makkah
O,المكرمة
O,باستخدام
O,الاحداثيات
O,السابقة
O,.
O,وكانت
O,انفجارات
O,في
LOC,كابل
O,ليلة
O,امس
O,قد
O,اثارت
O,تكهنات
O,بأن
O,هذه
O,ضربات
O,اميركية
O,.
O,واعترف
PERS,محفوظ
O,بأنه
O,تخلص
O,after
O,قيام
O,الثورة
O,من
O,مشاريع
O,روائية
O,عن
O,الفترة
O,السابقة
O,in
O,order
O,to
O,change
O,reality
O,.
O,تغطية
O,خاصة
O,وأوضح
O,المسؤول
O,الذي
O,رفض
O,الكشف
O,عن
O,اسمه
O,أن
O,هذه
O,المشاورات
O,جرت
O,بالتزامن
O,مع
O,مفاوضات
PERS,Solana
O,ومسؤول
O,الملف
O,النووي
O,الإيراني
O,علي
PERS,Larijani
O,الأسبوع
O,الماضي
O,في
LOC,Berlin
O,.
O,وقد
O,أعلن
MISC,البيت
MISC,الأبيض
O,أن
O,الرئيسين
O,الأميركي
PERS,George
PERS,Bush
O,والروسي
PERS,Vladimir
PERS,Putin
O,أجريا
O,أمس
O,اتصالا
O,هاتفيا
O,اتفقا
O,خلاله
O,على
O,ضرورة
O,التوصل
O,إلى
O,موقف
O,موحد
O,من
O,المسألة
O,.
O,ولخص
PERS,Naguib
O,رؤيته
O,للابداع
O,ولمستقبل
O,الآدب
O,في
O,حتفال
O,نظمته
ORG,وزارة
ORG,الثقافة
ORG,المصرية
O,بمناسبة
O,مرور
O,عشر
O,سنوات
O,على
O,فوزه
O,بجائزة
MISC,نوبل
O,ولم
O,يتمكن
O,من
O,حضوره
O,بسبب
O,الاصابة
O,الناتجة
O,عن
O,محاولة
O,اغتياله
O,.
O,كان
O,في
O,الستينيات
O,منْخرطاً
O,في
O,النّضال
O,ضد
O,حرب
LOC,Vietnam
O,.
O,واوضح
O,المسؤول
O,«
O,لا
O,خيار
O,اخر
O,الا
O,توسيع
O,هذه
O,الصناعة
O,الديناميكية
O,والتي
O,توفر
O,ارباحا
O,في
O,حين
O,ان
O,النفط
O,سينضب
O,يوما
O,»
O,،
O,في
O,اشارة
O,الى
O,العائدات
O,التي
O,تجنيها
LOC,Iran
O,حاليا
O,من
O,انتاج
O,النفط
O,.
O,أكد
O,نائب
O,رئيس
O,نادي
ORG,أرسنال
O,الإنجليزي
O,لكرة
O,القدم
PERS,David
PERS,Dean
O,أن
O,النادي
O,يريد
O,الاحتفاظ
O,بالمدرب
O,الفرنسي
PERS,Arsene
PERS,Wenger
O,حتى
O,نهاية
O,مسيرته
O,كمدرب
O,،
O,وكمسؤول
O,في
O,النادي
O,إذا
O,أراد
O,التوقف
O,عن
O,التدريب
O,.
O,4%
O,،
LOC,Wolf
O,1121
O,مليونا
O,بنسبة
O,3%
O,بنحو
O,827
O,مليونا
O,وحصة
O,بلغت
O,2
O,.
O,وقال
PERS,Kamal
PERS,Beshr
O,أمين
O,عام
ORG,اتحاد
ORG,المجامع
ORG,اللغوية
ORG,العربية
O,في
O,تصريحات
O,للصحافة
O,إن
O,المعجم
O,الجديد
O,سيتضمن
O,ذخيرة
O,واسعة
O,لمفردات
O,اللغة
O,العربية
O,منذ
O,بدايتها
O,للتعرف
O,على
O,مسيرتها
O,ومعرفة
O,مسيرة
O,الفكر
O,العربي
O,عبر
O,التاريخ
O,.
O,نحن
O,نستقبل
O,الان
O,قائدا
O,كبيرا
O,على
O,مستوى
LOC,Venezuela
O,وعلى
O,مستوى
LOC,Latin
LOC,america
O,،
O,ومن
O,دون
O,مبالغة
O,على
O,مستوى
O,العالم
O,.
O,وافقت
O,الحكومة
O,الصينية
O,على
O,إنشاء
O,خط
O,لنقل
O,الغاز
O,من
LOC,Turkmenistan
O,إلى
O,إقليم
LOC,Guangju
O,بجنوب
LOC,China
O,.
O,فاز
O,الأميركيان
PERS,Andrew
PERS,Fire
O,and
PERS,Craig
PERS,Mello
O,بجائزة
MISC,نوبل
O,للطب
O,لاكتشافهم
O,آلية
O,للسيطرة
O,على
O,انتقال
O,المعلومات
O,الجينية
O,،
O,حسبما
O,قالت
O,هيئة
O,التحكيم
O,لجائزة
MISC,نوبل
O,.
O,كما
O,ابدي
O,كل
O,من
O,رئيس
O,مجلس
O,النواب
O,ورئيس
O,مجلس
O,الوزراء
O,التزام
LOC,Lebanon
O,بجميع
O,شروط
O,القرار
O,1701
O,في
O,حين
O,لم
O,تلتزم
LOC,Israel
O,بما
O,جاء
O,في
O,القرار
O,الدولي
O,خاصة
O,فيما
O,يتعلق
O,بالحصار
O,الذي
O,تفرضه
O,علي
LOC,Lebanon
O,.
O,وقال
PERS,Kenyon
O,:
O,«
O,مع
O,بداية
O,العام
O,الجديد
O,سنبدأ
O,العملية
O,.
O,ثالثاً
O,:
O,ان
O,تكون
O,لحظة
O,ولادة
O,الهلال
O,فلكيا
O,«
O,لحظة
O,الاقتران
O,»
O,قد
O,حصلت
O,قبل
O,غروب
O,الشمس
O,في
LOC,Makkah
O,المكرمة
O,.
PERS,وابيه
O,هو
O,اول
O,رئيس
O,حكومة
O,لم
O,يشهد
O,الحرب
O,العالمية
O,الثانية
O,،
O,ويرغب
O,في
O,اعتماد
O,دستور
LOC,Japan
O,""""
O,يتكيف
O,مع
O,القرن
O,الحادي
O,والعشرين
O,""""
O,.
O,ثم
O,تحولت
O,الأفضلية
ORG,لبرشلونة
O,في
O,الشوط
O,الثاني
O,لكن
O,نجميه
PERS,Ronaldinho
O,والأرجنتيني
PERS,Messi
O,أضاعا
O,فرصا
O,لتعزيز
O,الفوز
O,خاصة
O,مع
O,تألق
O,حارس
ORG,إسبانيول
PERS,Gorka
PERS,Ayrose
O,.
O,وراهن
PERS,محفوظ
O,منذ
O,أكثر
O,من
O,60
O,عاما
O,على
O,فن
O,الرواية
O,وقفز
O,بها
O,إلى
O,صدارة
O,فنون
O,الكتابة
O,بعد
O,أن
O,كانت
O,في
O,النصف
O,الأول
O,من
O,القرن
O,العشرين
O,في
O,مرتبة
O,متأخرة
O,بعد
O,الشعر
O,وفن
O,المقال
O,.
O,04
MISC,دولاراً
O,في
O,14
MISC,يوليو
O,/
O,تموز
O,الفائت
O,على
O,بسبب
O,التخوف
O,من
O,موسم
O,أعاصير
ORG,مدمر
O,في
O,خليج
LOC,المكسيك
O,،
O,وتبعات
O,ملف
LOC,Iran
O,النووي
O,،
O,والصراع
O,المسلح
O,بين
LOC,Lebanon
O,and
LOC,Israel
O,.
O,لوحة
MISC,الموناليزا
O,(
O,أرشيف
O,)
O,أفادت
O,دراسة
O,كندية
O,أقامها
ORG,المجلس
ORG,الوطني
ORG,للأبحاث
O,بطلب
O,من
O,متحف
MISC,اللوفر
O,الفرنسي
O,أن
O,الابتسامة
O,الغامضة
O,للوحة
MISC,الجوكندا
O,التي
O,رسمها
PERS,Leonardo
PERS,Da
PERS,Vinci
O,هي
O,ابتسامة
O,امرأة
O,شابة
O,سعيدة
O,رزقت
O,بطفل
O,لتوها
O,.
O,فرق
O,الإنقاذ
O,تواجه
O,صعوبات
O,في
O,الوصول
O,للمناطق
O,المنكوبة
LOC,Philippines
O,(
O,الفرنسية
O,)
O,.
O,فقد
O,تم
O,طرد
O,حركة
O,""""
ORG,طالبان
O,""""
O,من
LOC,Afghanistan
O,،
O,غير
O,أنه
O,لم
O,يتم
O,أبداً
O,تفكيكها
O,أو
O,استيعابها
O,سياسياً
O,.
O,وتساءل
O,""""
O,خلال
O,السنوات
O,الستين
O,الأخيرة
O,ما
O,هي
O,جذور
O,المجازر
O,والجرائم
O,والنزاعات
O,""""
O,في
O,إشارة
O,إلى
O,قيام
O,دولة
LOC,Israel
O,في
O,العام
O,1948
O,.
O,وقد
O,أبرمنا
O,اتفاقيات
O,عديدة
O,،
O,حيث
O,نتوقع
O,أن
O,تحقق
O,لنا
O,سلسلة
O,عمليات
O,متميزة
O,في
O,منطقة
LOC,Middle
LOC,east
O,""""
O,.
O,ونشر
PERS,Naguib
O,""""
MISC,أصداء
MISC,السيرة
MISC,الذاتية
O,""""
O,مسلسلة
O,عام
O,1992
O,ثم
O,صدرت
O,في
O,كتاب
O,عام
O,1996
O,.
O,وفي
O,الدقيقة
O,60
O,سجل
PERS,Edor
PERS,Judisonne
O,الهدف
O,الثاني
ORG,لبرشلونة
O,.
O,وسيواصل
PERS,Putin
O,‏زيارته
O,لالمانيا
O,حيث
O,يزور
LOC,Bavaria
O,في
O,11
O,من
O,الشهر
O,نفسه
O,.
O,ولهذا
O,الغرض
O,فإن
O,منطقة
LOC,Sarahs
O,تقع
O,في
O,نقطة
O,الالتقاء
O,بين
O,هذه
O,الدول
O,،
O,وللوصول
O,إلى
LOC,"Gulf,"
LOC,Iraq
O,and
LOC,Europe
O,افتتح
O,في
MISC,مايو
O,1996
O,خط
O,سكة
O,حديد
O,يربط
O,ميناء
O,""""
ORG,بندر
ORG,عباس
O,""""
O,الخليجي
O,بمنطقة
LOC,سراخس
O,.
O,حينما
O,أستعيد
O,النص
MISC,القرآنى
O,»
O,إن
PERS,Ibrahim
O,كان
O,أمة
O,«
O,استشعر
O,أن
O,بشرا
O,غير
O,أنبياء
O,من
O,الممكن
O,أن
O,يكونوا
O,عظيمى
O,الفائدة
O,بالنسبة
O,للعالم
O,وعلى
O,رأس
O,هؤلاء
